timestamps,datacenter_energy,cooling_energy,total_energy,carbon_intensity,carbon_emissions,water_usage,ambient_temperature,workload
2023-06-01 00:00:00,2725040.0040420685,290.98658649494257,2725330.9906285633,53.11407811914577,144.75344313677445,0.0,9.6,0.48660254037844386
2023-06-01 01:00:00,2736947.8367013605,290.6099021401486,2737238.4466035007,51.18047914566249,140.09317523309608,0.0,9.3,0.4965925826289069
2023-06-01 02:00:00,2741009.3766666665,290.7344303123311,2741300.1110969787,50.30500226653122,137.9011083019758,0.0,9.4,0.5
2023-06-01 03:00:00,2743145.285368028,291.9011844568816,2743437.186552485,50.46312663521668,138.4424181607606,0.0,10.3,0.4965925826289069
2023-06-01 04:00:00,2747763.9824865134,293.00582501832184,2748056.988311532,51.17427894021608,140.62983486346445,0.0,11.1,0.48660254037844386
2023-06-01 05:00:00,2755676.9671392282,294.9294013952371,2755971.8965406236,52.46116940606374,144.58150854276843,0.0,12.4,0.47071067811865475
2023-06-01 06:00:00,2726858.823555555,294.62348256326976,2727153.4470381183,54.413855715683745,148.39493418166174,0.0,12.2,0.45
2023-06-01 07:00:00,2710505.669784355,295.5517520487189,2710801.2215364035,56.44808944400993,153.01954981821828,0.0,12.8,0.4258819045102521
2023-06-01 08:00:00,3059970.249333333,297.33279274703045,3060267.58212608,57.52090370209505,176.0293568941175,0.0,13.9,0.7
2023-06-01 09:00:00,3121671.1671242663,297.33279274703045,3121968.499917013,58.20198885082805,181.70477582480638,0.0,13.9,0.7517638090205041
2023-06-01 10:00:00,3179167.2693333332,297.33279274703045,3179464.60212608,58.80479554100318,186.96776585788115,0.0,13.9,0.7999999999999999
2023-06-01 11:00:00,3286383.145834013,302.279286409169,3286685.425120422,59.005313097351596,193.93190256173264,0.0,16.7,0.8414213562373094
2023-06-01 12:00:00,3346992.3767508036,304.3619547796177,3347296.7387055834,58.45636150652292,195.67078822737875,0.0,17.8,0.8732050807568876
2023-06-01 13:00:00,3370808.042069389,304.3619547796177,3371112.404024169,56.97596075372448,192.07236802807483,0.0,17.8,0.8931851652578137
2023-06-01 14:00:00,3401655.1004444445,306.50981506127965,3401961.610259506,54.956893963068126,186.96124348146014,0.0,18.9,0.8999999999999999
2023-06-01 15:00:00,3381137.1231804998,305.3307195753921,3381442.453900075,53.715179216400635,181.6347874211881,0.0,18.3,0.8931851652578137
2023-06-01 16:00:00,3357321.4578619148,305.3307195753921,3357626.78858149,53.66823043493098,180.19788820408868,0.0,18.3,0.8732050807568877
2023-06-01 17:00:00,3309107.124278457,304.3619547796177,3309411.4862332367,53.92661368542917,178.46535474422174,0.0,17.8,0.8414213562373095
2023-06-01 18:00:00,3247339.204666667,303.21729461726494,3247642.4219612842,54.25470854099817,176.19989304889089,0.0,17.2,0.7999999999999999
2023-06-01 19:00:00,3179514.0213464885,302.279286409169,3179816.3006328978,54.67341688727662,173.85142222946016,0.0,16.7,0.7517638090205041
2023-06-01 20:00:00,2737498.0651111114,300.2707783357952,2737798.335889447,54.821765842085064,150.0909392929814,0.0,15.6,0.4
2023-06-01 21:00:00,2755953.626673244,299.2096197433499,2756252.836292987,55.019959359426146,151.6489190371432,0.0,15.0,0.4258819045102521
2023-06-01 22:00:00,2784701.6777777774,299.2096197433499,2785000.8873975207,54.978533676361295,153.11526507648068,0.0,15.0,0.45
2023-06-01 23:00:00,2774269.313139229,296.3489292025866,2774565.6620684317,54.59605602323949,151.48034232644466,0.0,13.3,0.47071067811865475
2023-06-02 00:00:00,2782882.8582642907,295.5517520487189,2783178.4100163393,53.11407811914577,147.82595548912775,0.0,12.8,0.48660254037844386
2023-06-02 01:00:00,2805119.7720346944,296.3489292025866,2805416.120963897,51.18047914566249,143.5825412738981,0.0,13.3,0.4965925826289069
2023-06-02 02:00:00,2798852.2308888887,295.5517520487189,2799147.7826409373,50.30500226653122,140.8111355501082,0.0,12.8,0.5
2023-06-02 03:00:00,2782395.793590251,294.62348256326976,2782690.417072814,50.46312663521668,140.42325890334934,0.0,12.2,0.4965925826289069
2023-06-02 04:00:00,2770487.960930958,294.62348256326976,2770782.584413521,51.17427894021608,141.79280085747033,0.0,12.2,0.48660254037844386
2023-06-02 05:00:00,2774269.313139229,296.3489292025866,2774565.6620684317,52.46116940606374,145.5569592260194,0.0,13.3,0.47071067811865475
2023-06-02 06:00:00,2716529.7424444444,293.87437720619613,2716823.6168216504,54.413855715683745,147.83284829069535,0.0,11.7,0.45
