timestamps,datacenter_energy,cooling_energy,total_energy,carbon_intensity,carbon_emissions,water_usage,ambient_temperature,workload
2023-06-01 00:00:00,3018385.9075976238,5507.7099160726475,3779867.02189212,371.9097252752193,1405.7693056887595,1820.5213,24.2,0.48660254037844386
2023-06-01 01:00:00,3022030.475368028,5506.806756545932,3784421.602655717,386.9938720421317,1464.5479694516255,1829.7062,23.8,0.4965925826289069
2023-06-01 02:00:00,3021960.3828888894,5506.3559315338025,3784333.423525529,386.3783750990497,1462.1845990148176,1837.0154,23.6,0.5
2023-06-01 03:00:00,3015833.0267013614,5506.130732952853,3776673.946792893,374.6891950293277,1415.0789210120633,1838.9224,23.5,0.4965925826289069
2023-06-01 04:00:00,3012188.458930957,5507.032368532663,3772119.3641243624,360.08627081630397,1358.2883949015095,1837.4113,23.9,0.48660254037844386
2023-06-01 05:00:00,3009772.362472562,5508.841104949397,3769101.504471889,345.66464558512956,1302.8451357176543,1826.7141,24.7,0.47071067811865475
2023-06-01 06:00:00,2956164.424222222,5505.680799860713,3702087.631277603,333.26492929332943,1233.7759726754398,1814.792,23.3,0.45
2023-06-01 07:00:00,2974930.1462287996,5510.880843399527,3725551.283840249,325.2937810706305,1211.8986636929362,1798.4133,25.6,0.4258819045102521
2023-06-01 08:00:00,3324394.7257777774,5513.373806813103,4162385.1244807383,321.7866721667294,1339.4000574829543,1962.1424,26.7,0.7
2023-06-01 09:00:00,3386095.64356871,5513.373806813103,4239511.271719404,322.8808830412409,1368.8571430760553,1992.6446,26.7,0.7517638090205041
2023-06-01 10:00:00,3489039.702666667,5518.3261244571495,4368197.535988905,326.97422054985526,1428.2879845377702,2012.8016,28.9,0.7999999999999999
2023-06-01 11:00:00,3538412.724945124,5518.3261244571495,4429913.813836976,334.8358245408458,1483.2938445009868,2028.9267,28.9,0.8414213562373094
2023-06-01 12:00:00,3576297.97741747,5518.3261244571495,4477270.379427409,346.3182861011679,1550.560604214826,2046.8752,28.9,0.8732050807568876
2023-06-01 13:00:00,3577389.664291611,5515.858376091945,4478631.903334629,354.02050390955094,1585.5275232439164,2065.6018,27.8,0.8931851652578137
2023-06-01 14:00:00,3548328.052222222,5511.787794393746,4442299.80002077,347.44462777982085,1543.4532005045892,2083.5918,26.0,0.8999999999999999
2023-06-01 15:00:00,3531941.707402723,5510.880843399527,4421815.735307653,335.71314042338633,1484.4616468736774,2058.8736,25.6,0.8931851652578137
2023-06-01 16:00:00,3415164.312084137,5500.788481606632,4275831.375707179,334.26032680795043,1429.2407930195702,2064.919,21.1,0.8732050807568877
2023-06-01 17:00:00,3377279.059611791,5500.788481606632,4228474.810116746,338.2739711046615,1430.3829657342212,2050.3965,21.1,0.8414213562373095
2023-06-01 18:00:00,3327906.0373333343,5500.788481606632,4166758.532268676,343.01845804600555,1429.2750867888383,2025.9934,21.1,0.7999999999999999
2023-06-01 19:00:00,3260080.854013155,5499.6959687638555,4081975.6874773987,346.3652334655334,1413.8544619937404,1995.6948,20.6,0.7517638090205041
2023-06-01 20:00:00,2840788.876222222,5499.6959687638555,3557860.7152387323,347.60552217939903,1236.7320317621295,1771.1998,20.6,0.4
2023-06-01 21:00:00,2871639.335117689,5499.6959687638555,3596423.788858066,347.18166707011574,1248.6124065063652,1787.8595,20.6,0.4258819045102521
2023-06-01 22:00:00,2900387.3862222224,5499.6959687638555,3632358.852738733,347.74489911546965,1263.1342627968138,1799.2285,20.6,0.45
2023-06-01 23:00:00,2935402.978472562,5500.788481606632,3676129.708692711,354.14011475181053,1301.8649968789764,1814.3172,21.1,0.47071067811865475
2023-06-02 00:00:00,2954345.604708735,5500.788481606632,3699807.991487927,371.9097252752193,1375.9945736853356,1824.3242,21.1,0.48660254037844386
2023-06-02 01:00:00,2955924.3562569167,5499.6959687638555,3701780.065282101,386.9938720421317,1432.5662009118953,1832.732,20.6,0.4965925826289069
2023-06-02 02:00:00,2959985.8962222217,5499.6959687638555,3706856.9902387317,386.3783750990497,1432.249380612995,1838.8546,20.6,0.5
2023-06-02 03:00:00,2955924.3562569167,5499.6959687638555,3701780.065282101,374.6891950293277,1387.0169928361627,1836.7156,20.6,0.4965925826289069
2023-06-02 04:00:00,2944016.523597624,5499.6959687638555,3686895.274457985,360.08627081630397,1327.6003702698292,1830.4414,20.6,0.48660254037844386
2023-06-02 05:00:00,2925073.897361451,5499.6959687638555,3663216.9916627686,345.66464558512956,1266.2446031245354,1820.4081,20.6,0.47071067811865475
2023-06-02 06:00:00,2900387.3862222224,5499.6959687638555,3632358.852738733,333.26492929332943,1210.537816225973,1807.2623,20.6,0.45
2023-06-02 07:00:00,2879902.600006577,5500.569291133938,3606753.9616221385,325.2937810706305,1173.254633567541,1790.8677,21.0,0.4258819045102521
2023-06-02 08:00:00,3221103.914666667,5502.1102750269665,4033257.5311771175,321.7866721667294,1297.8485189488833,1959.7348,21.7,0.7
2023-06-02 09:00:00,3282804.8324575983,5502.1102750269665,4110383.6784157814,322.8808830412409,1327.1643117251913,1990.9352,21.7,0.7517638090205041
2023-06-02 10:00:00,3350630.015777778,5503.219662127303,4195166.544299881,326.97422054985526,1371.7113108992835,2018.2863,22.2,0.7999999999999999
2023-06-02 11:00:00,3412397.935389568,5504.559013803147,4272378.118004214,334.8358245408458,1430.5452498922082,2047.2129,22.8,0.8414213562373094
2023-06-02 12:00:00,3460612.268973025,5505.680799860713,4332647.437216107,346.3182861011679,1500.4750347372997,2059.8254,23.3,0.8732050807568876
