timestamps,datacenter_energy,cooling_energy,total_energy,carbon_intensity,carbon_emissions,water_usage,ambient_temperature,workload
2023-06-01 00:00:00,3018385.9075976238,317.4787039710108,3018703.386301595,371.9097252752193,1122.6851470868003,0.0,24.2,0.48660254037844386
2023-06-01 01:00:00,3022030.475368028,316.6286714752786,3022347.1040395033,386.9938720421317,1169.629808447571,0.0,23.8,0.4965925826289069
2023-06-01 02:00:00,3021960.3828888894,316.20436558151016,3022276.587254471,386.3783750990497,1167.7423168832838,0.0,23.6,0.5
2023-06-01 03:00:00,3015833.0267013614,315.99241397590964,3016149.019115337,374.6891950293277,1130.118448060822,0.0,23.5,0.4965925826289069
2023-06-01 04:00:00,3012188.458930957,316.8410121686721,3012505.299943126,360.08627081630397,1084.7617992708715,0.0,23.9,0.48660254037844386
2023-06-01 05:00:00,3009772.362472562,318.5433523255985,3010090.9058248876,345.66464558512956,1040.4820061409814,0.0,24.7,0.47071067811865475
2023-06-01 06:00:00,2956164.424222222,315.56894753624914,2956479.9931697585,333.26492929332943,985.2910958808626,0.0,23.3,0.45
2023-06-01 07:00:00,2974930.1462287996,320.46310616101533,2975250.6093349606,325.2937810706305,967.8305203432666,0.0,25.6,0.4258819045102521
2023-06-01 08:00:00,3324394.7257777774,322.8094246679106,3324717.5352024455,321.7866721667294,1069.849791547166,0.0,26.7,0.7
2023-06-01 09:00:00,3386095.64356871,322.8094246679106,3386418.452993378,322.8808830412409,1093.4097804496548,0.0,26.7,0.7517638090205041
2023-06-01 10:00:00,3489039.702666667,327.47042950936515,3489367.1730961762,326.97422054985526,1140.933111635374,0.0,28.9,0.7999999999999999
2023-06-01 11:00:00,3538412.724945124,327.47042950936515,3538740.195374633,334.8358245408458,1184.896991154099,0.0,28.9,0.8414213562373094
2023-06-01 12:00:00,3576297.97741747,327.47042950936515,3576625.4478469794,346.3182861011679,1238.650795124188,0.0,28.9,0.8732050807568876
2023-06-01 13:00:00,3577389.664291611,325.1478428127021,3577714.8121344238,354.02050390955094,1266.584400636493,0.0,27.8,0.8931851652578137
2023-06-01 14:00:00,3548328.052222222,321.3167070967503,3548649.3689293186,347.44462777982085,1232.9591591087433,0.0,26.0,0.8999999999999999
2023-06-01 15:00:00,3531941.707402723,320.46310616101533,3532262.170508884,335.71314042338633,1185.8268260602642,0.0,25.6,0.8931851652578137
2023-06-01 16:00:00,3415164.312084137,310.964412708878,3415475.2764968458,334.26032680795043,1141.6578821263106,0.0,21.1,0.8732050807568877
2023-06-01 17:00:00,3377279.059611791,310.964412708878,3377590.0240244996,338.2739711046615,1142.5507901902563,0.0,21.1,0.8414213562373095
2023-06-01 18:00:00,3327906.0373333343,310.964412708878,3328217.001746043,343.01845804600555,1141.6398639814274,0.0,21.1,0.7999999999999999
2023-06-01 19:00:00,3260080.854013155,309.93616532744187,3260390.790178483,346.3652334655334,1129.2860172290452,0.0,20.6,0.7517638090205041
2023-06-01 20:00:00,2840788.876222222,309.93616532744187,2841098.81238755,347.60552217939903,987.5816362432447,0.0,20.6,0.4
2023-06-01 21:00:00,2871639.335117689,309.93616532744187,2871949.2712830165,347.18166707011574,997.0881357448417,0.0,20.6,0.4258819045102521
2023-06-01 22:00:00,2900387.3862222224,309.93616532744187,2900697.32238755,347.74489911546965,1008.7026977381715,0.0,20.6,0.45
2023-06-01 23:00:00,2935402.978472562,310.964412708878,2935713.942885271,354.14011475181053,1039.6540726118799,0.0,21.1,0.47071067811865475
2023-06-02 00:00:00,2954345.604708735,310.964412708878,2954656.5691214437,371.9097252752193,1098.865512904578,0.0,21.1,0.48660254037844386
2023-06-02 01:00:00,2955924.3562569167,309.93616532744187,2956234.2924222443,386.9938720421317,1144.044555488216,0.0,20.6,0.4965925826289069
2023-06-02 02:00:00,2959985.8962222217,309.93616532744187,2960295.8323875493,386.3783750990497,1143.7942935303902,0.0,20.6,0.5
2023-06-02 03:00:00,2955924.3562569167,309.93616532744187,2956234.2924222443,374.6891950293277,1107.669047345785,0.0,20.6,0.4965925826289069
2023-06-02 04:00:00,2944016.523597624,309.93616532744187,2944326.459762952,360.08627081630397,1060.2115349618118,0.0,20.6,0.48660254037844386
